OID_,NRI_ID,STATE,STATEABBRV,STATEFIPS,COUNTY,COUNTYTYPE,COUNTYFIPS,STCOFIPS,TRACT,TRACTFIPS,POPULATION,BUILDVALUE,AGRIVALUE,AREA,RISK_VALUE,RISK_SCORE,RISK_RATNG,RISK_SPCTL,EAL_SCORE,EAL_RATNG,EAL_SPCTL,EAL_VALT,EAL_VALB,EAL_VALP,EAL_VALPE,EAL_VALA,ALR_VALB,ALR_VALP,ALR_VALA,ALR_NPCTL,ALR_VRA_NPCTL,SOVI_SCORE,SOVI_RATNG,SOVI_SPCTL,RESL_SCORE,RESL_RATNG,RESL_SPCTL,RESL_VALUE,CRF_VALUE,AVLN_HLRR,AVLN_EALR,AVLN_RISKR,CFLD_HLRR,CFLD_EALR,CFLD_RISKR,CWAV_EVNTS,CWAV_AFREQ,CWAV_EXP_AREA,CWAV_EXPB,CWAV_EXPP,CWAV_EXPPE,CWAV_EXPA,CWAV_EXPT,CWAV_HLRB,CWAV_HLRP,CWAV_HLRA,CWAV_HLRR,CWAV_EALB,CWAV_EALP,CWAV_EALPE,CWAV_EALA,CWAV_EALT,CWAV_EALS,CWAV_EALR,CWAV_ALRB,CWAV_ALRP,CWAV_ALRA,CWAV_ALR_NPCTL,CWAV_RISKV,CWAV_RISKS,CWAV_RISKR,DRGT_EVNTS,DRGT_AFREQ,DRGT_EXP_AREA,DRGT_EXPA,DRGT_EXPT,DRGT_HLRA,DRGT_HLRR,DRGT_EALA,DRGT_EALT,DRGT_EALS,DRGT_EALR,DRGT_ALRA,DRGT_ALR_NPCTL,DRGT_RISKV,DRGT_RISKS,DRGT_RISKR,ERQK_AFREQ,ERQK_EXP_AREA,ERQK_EXPB,ERQK_EXPP,ERQK_EXPPE,ERQK_EXPT,ERQK_HLRB,ERQK_HLRP,ERQK_HLRR,ERQK_EALB,ERQK_EALP,ERQK_EALPE,ERQK_EALT,ERQK_EALS,ERQK_EALR,ERQK_ALRB,ERQK_ALRP,ERQK_ALR_NPCTL,ERQK_RISKV,ERQK_RISKS,ERQK_RISKR,HAIL_EVNTS,HAIL_AFREQ,HAIL_EXP_AREA,HAIL_EXPB,HAIL_EXPP,HAIL_EXPPE,HAIL_EXPA,HAIL_EXPT,HAIL_HLRB,HAIL_HLRP,HAIL_HLRA,HAIL_HLRR,HAIL_EALB,HAIL_EALP,HAIL_EALPE,HAIL_EALA,HAIL_EALT,HAIL_EALS,HAIL_EALR,HAIL_ALRB,HAIL_ALRP,HAIL_ALRA,HAIL_ALR_NPCTL,HAIL_RISKV,HAIL_RISKS,HAIL_RISKR,HWAV_EVNTS,HWAV_AFREQ,HWAV_EXP_AREA,HWAV_EXPB,HWAV_EXPP,HWAV_EXPPE,HWAV_EXPA,HWAV_EXPT,HWAV_HLRB,HWAV_HLRP,HWAV_HLRA,HWAV_HLRR,HWAV_EALB,HWAV_EALP,HWAV_EALPE,HWAV_EALA,HWAV_EALT,HWAV_EALS,HWAV_EALR,HWAV_ALRB,HWAV_ALRP,HWAV_ALRA,HWAV_ALR_NPCTL,HWAV_RISKV,HWAV_RISKS,HWAV_RISKR,HRCN_HLRR,HRCN_EALR,HRCN_RISKR,ISTM_EVNTS,ISTM_AFREQ,ISTM_EXP_AREA,ISTM_EXPB,ISTM_EXPP,ISTM_EXPPE,ISTM_EXPT,ISTM_HLRB,ISTM_HLRP,ISTM_HLRR,ISTM_EALB,ISTM_EALP,ISTM_EALPE,ISTM_EALT,ISTM_EALS,ISTM_EALR,ISTM_ALRB,ISTM_ALRP,ISTM_ALR_NPCTL,ISTM_RISKV,ISTM_RISKS,ISTM_RISKR,LNDS_EVNTS,LNDS_AFREQ,LNDS_EXP_AREA,LNDS_EXPB,LNDS_EXPP,LNDS_EXPPE,LNDS_EXPT,LNDS_HLRB,LNDS_HLRP,LNDS_HLRR,LNDS_EALB,LNDS_EALP,LNDS_EALPE,LNDS_EALT,LNDS_EALS,LNDS_EALR,LNDS_ALRB,LNDS_ALRP,LNDS_ALR_NPCTL,LNDS_RISKV,LNDS_RISKS,LNDS_RISKR,LTNG_EVNTS,LTNG_AFREQ,LTNG_EXP_AREA,LTNG_EXPB,LTNG_EXPP,LTNG_EXPPE,LTNG_EXPT,LTNG_HLRB,LTNG_HLRP,LTNG_HLRR,LTNG_EALB,LTNG_EALP,LTNG_EALPE,LTNG_EALT,LTNG_EALS,LTNG_EALR,LTNG_ALRB,LTNG_ALRP,LTNG_ALR_NPCTL,LTNG_RISKV,LTNG_RISKS,LTNG_RISKR,RFLD_EVNTS,RFLD_AFREQ,RFLD_EXP_AREA,RFLD_EXPB,RFLD_EXPP,RFLD_EXPPE,RFLD_EXPA,RFLD_EXPT,RFLD_HLRB,RFLD_HLRP,RFLD_HLRA,RFLD_HLRR,RFLD_EALB,RFLD_EALP,RFLD_EALPE,RFLD_EALA,RFLD_EALT,RFLD_EALS,RFLD_EALR,RFLD_ALRB,RFLD_ALRP,RFLD_ALRA,RFLD_ALR_NPCTL,RFLD_RISKV,RFLD_RISKS,RFLD_RISKR,SWND_EVNTS,SWND_AFREQ,SWND_EXP_AREA,SWND_EXPB,SWND_EXPP,SWND_EXPPE,SWND_EXPA,SWND_EXPT,SWND_HLRB,SWND_HLRP,SWND_HLRA,SWND_HLRR,SWND_EALB,SWND_EALP,SWND_EALPE,SWND_EALA,SWND_EALT,SWND_EALS,SWND_EALR,SWND_ALRB,SWND_ALRP,SWND_ALRA,SWND_ALR_NPCTL,SWND_RISKV,SWND_RISKS,SWND_RISKR,TRND_EVNTS,TRND_AFREQ,TRND_EXP_AREA,TRND_EXPB,TRND_EXPP,TRND_EXPPE,TRND_EXPA,TRND_EXPT,TRND_HLRB,TRND_HLRP,TRND_HLRA,TRND_HLRR,TRND_EALB,TRND_EALP,TRND_EALPE,TRND_EALA,TRND_EALT,TRND_EALS,TRND_EALR,TRND_ALRB,TRND_ALRP,TRND_ALRA,TRND_ALR_NPCTL,TRND_RISKV,TRND_RISKS,TRND_RISKR,TSUN_HLRR,TSUN_EALR,TSUN_RISKR,VLCN_HLRR,VLCN_EALR,VLCN_RISKR,WFIR_AFREQ,WFIR_EXP_AREA,WFIR_EXPB,WFIR_EXPP,WFIR_EXPPE,WFIR_EXPA,WFIR_EXPT,WFIR_HLRB,WFIR_HLRP,WFIR_HLRA,WFIR_HLRR,WFIR_EALB,WFIR_EALP,WFIR_EALPE,WFIR_EALA,WFIR_EALT,WFIR_EALS,WFIR_EALR,WFIR_ALRB,WFIR_ALRP,WFIR_ALRA,WFIR_ALR_NPCTL,WFIR_RISKV,WFIR_RISKS,WFIR_RISKR,WNTW_EVNTS,WNTW_AFREQ,WNTW_EXP_AREA,WNTW_EXPB,WNTW_EXPP,WNTW_EXPPE,WNTW_EXPA,WNTW_EXPT,WNTW_HLRB,WNTW_HLRP,WNTW_HLRA,WNTW_HLRR,WNTW_EALB,WNTW_EALP,WNTW_EALPE,WNTW_EALA,WNTW_EALT,WNTW_EALS,WNTW_EALR,WNTW_ALRB,WNTW_ALRP,WNTW_ALRA,WNTW_ALR_NPCTL,WNTW_RISKV,WNTW_RISKS,WNTW_RISKR,NRI_VER
45054,T31001965400,Nebraska,NE,31,Adams,County,1,31001,965400,31001965400,4534,1098567718,184472356,184.2882187,3969128.422,95.99961946,Relatively High,97.10669078,97.86387016,Very High,98.37251356,4499715.477,1377394.08,0.048401681,561459.5002,2560861.896,0.001253809,1.06753E-05,0.01388209,88.99170914,82.55957761,19.89999962,Very Low,0.283905967,72.73000336,Relatively High,0.386980108,2.71124506,0.88208431,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,0.619195046,184.2882187,1098567718,4534,52594400000,184472356,53877440074,2.2651E-08,1.95697E-08,1.3656E-05,Very Low,15.40783691,5.49405E-05,637.3099296,1559.84759,2212.565356,58.96023675,Relatively Low,1.40254E-08,1.21174E-08,8.45573E-06,58.13115062,1951.669186,56.25148647,Relatively Low,609,27.68181818,184.2882187,63102295.42,63102295.42,0.000173464,Relatively Low,303005.3642,303005.3642,99.20057371,Relatively High,0.001642552,87.99802495,267276.2776,98.98563478,Relatively High,0.000176063,184.2882187,1098558000,4534,52594400000,53692958000,0.01462446,3.16721E-05,Very Low,2828.6,2.52829E-05,293.2815905,3121.881591,22.75172041,Very Low,2.57481E-06,5.57629E-09,14.1696221,2753.762769,19.96503829,Very Low,255,7.489297403,184.2882187,1098567718,4534,52594400000,184472356,53877440074,5.61237E-05,2.03802E-08,0.001040098,Relatively High,467258.5599,0.0006974,8089.835669,1441359.405,1916707.801,99.98001434,Very High,0.000425334,1.53816E-07,0.007813417,99.74959147,1690697.878,99.95718974,Very High,13,0.80495356,184.2882187,1098567718,4534,52594400000,184472356,53877440074,1.21662E-06,6.219E-08,2.3258E-08,Very Low,1075.852225,0.000226972,2632.8788,3.453619483,3712.184645,37.4404021,Relatively Low,9.79323E-07,5.00601E-08,1.87216E-08,45.91798389,3274.459831,33.73685963,Relatively Low,Not Applicable,Not Applicable,Not Applicable,38,0.555033642,184.2882187,1098567718,4534,52594400000,53692967718,0.000160908,9.06739E-07,Relatively High,95886.74678,0.002170253,25174.93445,121061.6812,98.66956445,Very High,8.72834E-05,4.78662E-07,96.35965814,106786.6096,97.91330142,Very High,0,0.01,0,0,0,0,0,0.005,0.0005,No Rating,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,No Rating,931,42.30606191,184.2882187,1098567718,4534,52594400000,53692967718,7.36427E-08,6.43405E-09,Relatively Moderate,3416.829364,0.00123086,14277.97539,17694.80475,83.70527425,Relatively High,3.11026E-06,2.71473E-07,75.90110325,15608.30964,77.18735026,Relatively High,20,0.833333333,17.18313188,136526651.8,693.3300072,8042628084,47505325.33,8226660061,0.002433769,1.79185E-05,0.011819876,Relatively Moderate,276895.2205,0.010352887,120093.4877,467922.5456,864911.2538,98.41816004,Relatively High,0.000252051,2.28339E-06,0.002536546,91.23587853,762924.6465,97.79527185,Relatively High,140,4.089337321,184.2882187,1098567718,4534,52594400000,184472356,53877440074,3.60884E-05,4.25087E-07,0.000437018,Relatively High,165411.2791,0.007997785,92774.30421,332016.5608,590202.1441,99.91653049,Very High,0.00015057,1.76396E-06,0.001799817,99.53092487,520608.0511,99.82875898,Very High,20,0.193365954,184.2882187,1098567718,4534,52594400000,184472356,53877440074,0.001620612,2.81484E-05,0.0003899,Very Low,344259.5,0.024678297,286268.2498,13907.98956,644435.7394,98.66919035,Very High,0.000313371,5.44294E-06,7.53934E-05,97.7322157,568446.6545,96.63820577,Very High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1.44543E-05,7.785455095,256663616.5,1143.709772,13267033354,18175880.67,13541872851,0.4,2.18144E-06,0.013579329,Relatively Low,1997.955168,6.36759E-08,0.738640939,2.848847125,2001.542656,74.56982151,Relatively Low,1.81869E-06,1.4044E-11,1.54432E-08,70.2555504,1765.529373,72.81310945,Relatively Low,44,2.724458204,184.2882187,1098567718,4534,52594400000,184472356,53877440074,6.13034E-06,7.91912E-08,2.1566E-06,Relatively High,18348.12933,0.00096694,11216.50404,1083.880863,30648.51423,96.55682646,Relatively High,1.67019E-05,2.13264E-07,5.87557E-06,92.36559645,27034.57353,95.19930552,Relatively High,Mar-23
45055,T31001965500,Nebraska,NE,31,Adams,County,1,31001,965500,31001965500,4338,843110549,1116432,4.28585391,1405768.948,79.66275032,Relatively Moderate,73.77938517,81.65324001,Relatively Moderate,74.6835443,1316105.337,861784.8142,0.037721911,437574.1688,16746.35399,0.001022149,8.69569E-06,0.014999887,75.88486742,72.95343196,43.61999893,Relatively Moderate,0.533453888,72.73000336,Relatively High,0.386980108,2.71124506,1.06812799,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,0.619195046,4.28585391,843110549,4338,50320800000,1116432,51165026981,2.2651E-08,1.95697E-08,1.3656E-05,Very Low,11.82495136,5.25655E-05,609.7596988,9.440242443,631.0248926,48.52267656,Relatively Low,1.40254E-08,1.21174E-08,8.45573E-06,46.48049416,674.0153501,47.87137897,Relatively Low,504,22.90909091,4.28585391,779532.3406,779532.3406,0.000173464,Relatively Low,3097.794047,3097.794047,88.31661984,Relatively Low,0.002774727,90.82188077,3308.840528,88.07377634,Relatively Low,0.000181117,4.28585391,843098000,4338,50320800000,51163898000,0.02366346,3.91877E-05,Very Low,3613.4,3.07893E-05,357.1554984,3970.555498,27.00166757,Very Low,4.2858E-06,7.09757E-09,20.66373864,4241.061463,27.26061932,Very Low,265,7.773742036,4.28585391,843110549,4338,50320800000,1116432,51165026981,5.61237E-05,2.03802E-08,0.001040098,Relatively High,367841.6058,0.000687271,7972.339873,9026.857335,384840.803,99.07243037,Very High,0.000436291,1.5843E-07,0.008085452,99.0865379,411059.2333,99.04271512,Very High,13,0.80495356,4.28585391,843110549,4338,50320800000,1116432,51165026981,1.21662E-06,6.219E-08,2.3258E-08,Very Low,825.6772392,0.000217161,2519.062248,0.020901404,3344.760389,35.87382859,Relatively Low,9.79323E-07,5.00601E-08,1.87216E-08,42.93750147,3572.632191,34.91414165,Relatively Low,Not Applicable,Not Applicable,Not Applicable,32,0.476474092,4.28585391,843110549,4338,50320800000,51163910549,0.000160908,9.06739E-07,Relatively High,64639.95911,0.00187418,21740.48766,86380.44677,97.61226468,Very High,7.66684E-05,4.32038E-07,95.88240477,92265.37296,97.43017416,Very High,0,0.01,0,0,0,0,0,0.005,0.0005,No Rating,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,No Rating,929,42.22267952,4.28585391,843110549,4338,50320800000,51163910549,7.36427E-08,6.43405E-09,Relatively Moderate,2609.452835,0.00117291,13605.75407,16215.2069,81.53472048,Relatively High,3.09503E-06,2.7038E-07,75.10810843,17319.91635,79.77240057,Relatively High,20,0.833333333,0.554291079,5981647.069,18.24874738,211685469.6,242610.8886,217909727.6,0.002433769,1.79185E-05,0.011819876,Relatively Moderate,12131.62018,0.000272492,3160.912835,2389.692183,17682.2252,62.80033821,Relatively Low,1.43891E-05,6.28152E-08,0.002140473,60.28372126,18886.87965,62.75151025,Relatively Low,149,4.374475658,4.28585391,843110549,4338,50320800000,1116432,51165026981,3.60884E-05,4.25087E-07,0.000437018,Relatively High,133099.8867,0.008066662,93573.27386,2134.311059,228807.4717,98.79263117,Very High,0.000157868,1.85953E-06,0.001911725,99.11005043,244395.6647,98.66574704,Very High,1,0.004504538,4.28585391,843110549,4338,50320800000,1116432,51165026981,0.069186155,0.00124984,0.016237991,Relatively Moderate,262756.818,0.024422737,283303.7455,81.66102973,546142.2245,97.7757139,Very High,0.000311652,5.62995E-06,7.31447E-05,98.07432313,583349.7964,96.85106788,Very High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1.40641E-05,0.203388765,43262782.28,201.665588,2339320821,84355.69093,2382667959,0.4,2.18144E-06,0.013579329,Relatively Low,173.0511248,4.39922E-09,0.051030951,0.017513724,173.1196694,42.86444769,Very Low,2.05253E-07,1.014E-12,1.56872E-08,38.34801945,184.9139645,42.47015174,Very Low,44,2.724458204,4.28585391,843110549,4338,50320800000,1116432,51165026981,6.13034E-06,7.91912E-08,2.1566E-06,Relatively Moderate,14081.51827,0.00092514,10731.6265,6.559678134,24819.70444,95.47408225,Relatively High,1.67019E-05,2.13264E-07,5.87557E-06,92.41374451,26510.62101,95.08038815,Relatively High,Mar-23
45056,T31001965600,Nebraska,NE,31,Adams,County,1,31001,965600,31001965600,5493,742100676,22545546,6.84995493,1455452.057,80.48565856,Relatively Moderate,75.40687161,85.12577213,Relatively High,80.8318264,1543748.611,749788.3989,0.047502618,551030.3668,242929.8456,0.001010359,8.64785E-06,0.01077507,78.59290227,71.96760691,26.85000038,Relatively Low,0.38517179,72.73000336,Relatively High,0.386980108,2.71124506,0.9428038,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,0.619195046,6.84995493,742100676,5493,63718800000,22545545.95,64483446222,2.2651E-08,1.95697E-08,1.3656E-05,Very Low,10.40824885,6.65611E-05,772.1092729,190.638946,973.1564677,51.34932006,Relatively Low,1.40254E-08,1.21174E-08,8.45573E-06,49.59837471,917.4956159,49.82281311,Relatively Low,448,20.36363636,6.84995493,1571124.872,1571124.872,0.000173464,Relatively Low,5549.790445,5549.790445,90.31871245,Relatively Low,0.000246159,78.96450782,5232.363521,89.6755934,Relatively Low,0.000181043,6.84995493,742089000,5499,63788400000,64530489000,0.017747635,3.15119E-05,Very Low,2384.4,3.13719E-05,363.9137702,2748.31377,20.74124527,Very Low,3.21304E-06,5.71125E-09,16.36564342,2591.120666,19.07672549,Very Low,265,7.778323021,6.84995493,742100676,5493,63718800000,22545546,64483446222,5.61237E-05,2.03802E-08,0.001040098,Relatively High,323801.8134,0.000870259,10095.00336,182315.2835,516212.1003,99.49448043,Very High,0.000436331,1.58431E-07,0.008086532,99.36281022,486686.7298,99.31741426,Very High,13,0.80495356,6.84995493,742100676,5493,63718800000,22545545.95,64483446222,1.21662E-06,6.219E-08,2.3258E-08,Very Low,726.7559848,0.00027498,3189.766927,0.422088916,3916.945001,38.23660662,Relatively Low,9.79323E-07,5.00601E-08,1.87216E-08,39.03281114,3692.910632,35.3969462,Relatively Low,Not Applicable,Not Applicable,Not Applicable,33,0.480099507,6.84995493,742100676,5493,63718800000,64460900676,0.000160908,9.06739E-07,Relatively High,56963.554,0.002373227,27529.43038,84492.98438,97.55646274,Very High,7.67599E-05,4.32046E-07,95.81926048,79660.30675,96.92355135,Relatively High,0,0.01,0,0,0,0,0,0.005,0.0005,No Rating,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,No Rating,947,43.01951503,6.84995493,742100676,5493,63718800000,64460900676,7.36427E-08,6.43405E-09,Relatively Moderate,2404.484847,0.0015561,18050.76164,20455.24648,87.09766294,Relatively High,3.24011E-06,2.83288E-07,76.03167188,19285.28412,82.39099185,Relatively High,20,0.833333333,0.553441891,377338.9192,1.251517063,14517597.93,1008921.564,15903858.42,0.002433769,1.79185E-05,0.011819876,Relatively High,765.2963129,1.86878E-05,216.7785145,9937.77315,10919.84798,55.9351293,Relatively Low,1.03126E-06,3.40211E-09,0.000440787,67.24287761,10295.27417,54.26318794,Relatively Low,149,4.377067671,6.84995493,742100676,5493,63718800000,22545546,64483446222,3.60884E-05,4.25087E-07,0.000437018,Relatively High,117164.5782,0.010214439,118487.4875,43106.67571,278758.7414,99.24995004,Very High,0.000157882,1.85954E-06,0.001911982,99.30990701,262814.8007,98.8714741,Very High,2,0.007390008,6.84995493,742100676,5493,63718800000,22545546,64483446222,0.042186179,0.000761837,0.010159596,Relatively Low,231354.4892,0.030925477,358735.5325,1692.708195,591782.73,98.26242344,Very High,0.000311756,5.62998E-06,7.50795E-05,97.73691821,557935.0067,96.46815393,Very High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6.79053E-05,0.411506087,79052804.73,438.551016,5087191786,10452883.47,5176697474,0.4,2.18144E-06,0.013579329,Relatively Low,1818.153573,5.53721E-08,0.642316002,4.085574599,1822.881464,73.56498163,Relatively Low,2.45001E-06,1.008E-11,1.81214E-07,74.05372623,1718.619571,72.50154593,Relatively Low,44,2.724458204,6.84995493,742100676,5493,63718800000,22545545.95,64483446222,6.13034E-06,7.91912E-08,2.1566E-06,Relatively Moderate,12394.46504,0.00117146,13588.9406,132.4680095,26115.87366,95.74770416,Relatively High,1.67019E-05,2.13264E-07,5.87557E-06,91.92991521,24622.14493,94.66893402,Relatively High,Mar-23
45057,T31001965700,Nebraska,NE,31,Adams,County,1,31001,965700,31001965700,1284,484586451,155,0.4033809,713382.1211,60.19954336,Relatively Low,36.52802893,58.67252272,Relatively Low,29.11392405,617832.309,488785.24,0.011124565,129044.9541,2.114939529,0.001008665,8.66399E-06,0.013644771,73.94250417,73.63245017,54.18999863,Relatively Moderate,0.663652803,72.73000336,Relatively High,0.386980108,2.71124506,1.154653311,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,0.619195046,0.4033809,484586451,1284,14894400000,155,15378986606,2.2651E-08,1.95697E-08,1.3656E-05,Very Low,6.796512298,1.55588E-05,180.4821239,0.001310637,187.2799468,44.16821288,Very Low,1.40254E-08,1.21174E-08,8.45573E-06,46.43586913,216.2434106,43.69024402,Very Low,455,20.68181818,0.4033809,153.8478621,153.8478621,0.000173464,Relatively Low,0.551938551,0.551938551,69.14332068,Very Low,0.003560894,92.31022443,0.637297675,68.86267421,Very Low,0.000181,0.4033809,484577000,1284,14894400000,15378977000,0.02899151,0.000139245,Relatively Low,2542.8,3.23611E-05,375.3888757,2918.188876,21.6196538,Very Low,5.24736E-06,2.52034E-08,26.16553538,3369.496447,23.24359035,Very Low,265,7.773742036,0.4033809,484586451,1284,14894400000,155,15378986606,5.61237E-05,2.03802E-08,0.001040098,Relatively High,211420.7425,0.000203425,2359.724389,1.253245058,213781.7201,97.31721941,Very High,0.000436291,1.5843E-07,0.008085452,99.09594291,246843.7709,97.56219379,Very High,13,0.80495356,0.4033809,484586451,1284,14894400000,155,15378986606,1.21662E-06,6.219E-08,2.3258E-08,Very Low,474.566477,6.42771E-05,745.6145521,2.90185E-06,1220.181032,25.020551,Relatively Low,9.79323E-07,5.00601E-08,1.87216E-08,53.56295653,1408.886068,24.51719545,Relatively Low,Not Applicable,Not Applicable,Not Applicable,32,0.476474092,0.4033809,484586451,1284,14894400000,15378986451,0.000160908,9.06739E-07,Relatively High,37152.48067,0.000554737,6434.943789,43587.42446,93.99835531,Relatively High,7.66684E-05,4.32038E-07,96.00575641,50328.36396,94.5270052,Relatively High,0,0.01,0,0,0,0,0,0.005,0.0005,No Rating,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,No Rating,969,44.045454,0.4033809,484586451,1284,14894400000,15378986451,7.36427E-08,6.43405E-09,Relatively Moderate,1571.8175,0.000363873,4220.932435,5792.749935,50.77802135,Relatively Moderate,3.24363E-06,2.83391E-07,78.86345396,6688.617891,52.82103498,Relatively Moderate,20,0,0,0,0,0,0,0,0.002433769,1.79185E-05,0.011819876,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,149,4.374475658,0.4033809,484586451,1284,14894400000,155,15378986606,3.60884E-05,4.25087E-07,0.000437018,Relatively High,76500.5275,0.002387643,27696.65367,0.296317388,104197.4775,94.69909829,Relatively High,0.000157868,1.85953E-06,0.001911725,98.97602897,120311.9624,94.83422918,Relatively High,1,0.00112476,0.4033809,484586451,1284,14894400000,155,15378986606,0.277082493,0.00500547,0.064324991,Relatively High,151022.0115,0.00722886,83854.77159,0.011214278,234876.7943,82.9181411,Relatively High,0.000311651,5.62995E-06,7.23502E-05,98.61393588,271201.2682,83.38129668,Relatively High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,0,0,0.4,2.18144E-06,0.013579329,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,44,2.724458204,0.4033809,484586451,1284,14894400000,155,15378986606,6.13034E-06,7.91912E-08,2.1566E-06,Relatively High,8093.497313,0.000273831,3176.442697,0.000910714,11269.94092,88.88249524,Relatively High,1.67019E-05,2.13264E-07,5.87557E-06,93.37670573,13012.8746,88.86338772,Relatively High,Mar-23
45058,T31001965800,Nebraska,NE,31,Adams,County,1,31001,965800,31001965800,2368,354466069,0,0.6464562,657133.7777,57.42044428,Relatively Low,30.19891501,57.29266975,Relatively Low,25.67811935,593750.0345,356990.7186,0.020410286,236759.3159,0,0.001007122,8.61921E-06,0,75.98233788,73.77990772,48.50999832,Relatively Moderate,0.605786618,72.73000336,Relatively High,0.386980108,2.71124506,1.106751561,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,10,0.619196063,0.646455139,354466069,2368,27468800000,0,27823266069,2.2651E-08,1.95697E-08,1.3656E-05,Very Low,4.971523641,2.86941E-05,332.8517674,0,337.823291,45.54219414,Relatively Low,1.40254E-08,1.21174E-08,0,46.18808277,373.8864547,45.14222518,Relatively Low,476,21.63636364,0.646455139,0,0,0.000173464,No Rating,0,0,0,No Expected Annual Losses,0,0,0,0,No Rating,0.000181,0.646455139,354456000,2368,27468800000,27823256000,0.021734305,1.46898E-05,Very Low,1394.4,6.29616E-06,73.03550737,1467.435507,12.72048289,Very Low,3.9338E-06,2.65885E-09,19.48000094,1624.086539,13.16653189,Very Low,265,7.773754792,0.646455139,354466069,2368,27468800000,0,27823266069,5.61237E-05,2.03802E-08,0.001040098,Relatively High,154650.3814,0.000375163,4351.890461,0,159002.2719,95.96289721,Relatively High,0.000436291,1.5843E-07,0,99.04539095,175976.0127,95.96275508,Relatively High,13,0.804954881,0.646455139,354466069,2368,27468800000,0,27823266069,1.21662E-06,6.219E-08,2.3258E-08,Very Low,347.1366425,0.000118542,1375.089766,0,1722.226408,28.03626371,Relatively Low,9.79323E-07,5.00601E-08,0,39.81140052,1906.076766,27.44256291,Relatively Low,Not Applicable,Not Applicable,Not Applicable,32,0.476474874,0.646455139,354466069,2368,27468800000,27823266069,0.000160908,9.06739E-07,Relatively High,27176.35574,0.001023066,11867.55988,39043.91562,93.15251549,Relatively High,7.66684E-05,4.32038E-07,95.83541367,43211.91457,93.32726365,Relatively High,0,0.010000016,0,0,0,0,0,0.005,0.0005,No Rating,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,No Rating,894,40.59649286,0.646455139,354466069,2368,27468800000,27823266069,7.36427E-08,6.43405E-09,Relatively Moderate,1059.751196,0.000618408,7173.530995,8233.282191,61.37684024,Relatively Moderate,2.98971E-06,2.61152E-07,73.18192163,9112.197918,61.93100144,Relatively Moderate,20,0,0,0,0,0,0,0,0.002433769,1.79185E-05,0.011819876,No Rating,0,0,0,0,0,0,No Expected Annual Losses,0,0,0,0,0,0,No Rating,149,4.374482836,0.646455139,354466069,2368,27468800000,0,27823266069,3.60884E-05,4.25087E-07,0.000437018,Relatively High,55958.7277,0.004403378,51079.18684,0,107037.9145,94.92129178,Relatively High,0.000157868,1.85953E-06,0,99.1476705,118464.379,94.69866337,Relatively High,1,0.001345416,0.6464562,354466069,2368,27468800000,0,27823266069,0.231639381,0.004184544,0,Relatively High,110469.8215,0.013331729,154648.0523,0,265117.8738,86.1475882,Relatively High,0.000311651,5.62995E-06,0,97.82626586,293419.6207,85.3291633,Relatively High,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,1E-05,0.010593324,2232130.982,23.92210208,277496384.1,0,279728515.1,0.4,2.18144E-06,0.013579329,Very Low,8.928523703,5.21847E-10,0.006053426,0,8.934577129,26.74419987,Very Low,2.51887E-08,2.2E-13,0,26.57890669,9.888357185,26.69338344,Very Low,44,2.724462675,0.646455139,354466069,2368,27468800000,0,27823266069,6.13034E-06,7.91912E-08,2.1566E-06,Relatively Moderate,5920.244305,0.00050501,5858.112388,0,11778.35669,89.3733706,Relatively High,1.67019E-05,2.13264E-07,0,92.08727717,13035.71466,88.88954954,Relatively High,Mar-23
